"Duration","[0.001, 0.0050000000000000001, 5]","","[0.001, 0.0050000000000000001, 15]","","[0.001, 0.0050000000000000001, 30]","","[0.001, 0.0050000000000000001, 60]","","[0.001, 0.01, 5]","","[0.001, 0.01, 15]","","[0.001, 0.01, 30]","","[0.001, 0.01, 60]","","[0.001, 0.014999999999999999, 5]","","[0.001, 0.014999999999999999, 15]","","[0.001, 0.014999999999999999, 30]","","[0.001, 0.014999999999999999, 60]","","[0.001, 0.02, 5]","","[0.001, 0.02, 15]","","[0.001, 0.02, 30]","","[0.001, 0.02, 60]","","[0.002, 0.0050000000000000001, 5]","","[0.002, 0.0050000000000000001, 15]","","[0.002, 0.0050000000000000001, 30]","","[0.002, 0.0050000000000000001, 60]","","[0.002, 0.01, 5]","","[0.002, 0.01, 15]","","[0.002, 0.01, 30]","","[0.002, 0.01, 60]","","[0.002, 0.014999999999999999, 5]","","[0.002, 0.014999999999999999, 15]","","[0.002, 0.014999999999999999, 30]","","[0.002, 0.014999999999999999, 60]","","[0.002, 0.02, 5]","","[0.002, 0.02, 15]","","[0.002, 0.02, 30]","","[0.002, 0.02, 60]","","[0.0030000000000000001, 0.0050000000000000001, 5]","","[0.0030000000000000001, 0.0050000000000000001, 15]","","[0.0030000000000000001, 0.0050000000000000001, 30]","","[0.0030000000000000001, 0.0050000000000000001, 60]","","[0.0030000000000000001, 0.01, 5]","","[0.0030000000000000001, 0.01, 15]","","[0.0030000000000000001, 0.01, 30]","","[0.0030000000000000001, 0.01, 60]","","[0.0030000000000000001, 0.014999999999999999, 5]","","[0.0030000000000000001, 0.014999999999999999, 15]","","[0.0030000000000000001, 0.014999999999999999, 30]","","[0.0030000000000000001, 0.014999999999999999, 60]","","[0.0030000000000000001, 0.02, 5]","","[0.0030000000000000001, 0.02, 15]","","[0.0030000000000000001, 0.02, 30]","","[0.0030000000000000001, 0.02, 60]","","[0.0040000000000000001, 0.0050000000000000001, 5]","","[0.0040000000000000001, 0.0050000000000000001, 15]","","[0.0040000000000000001, 0.0050000000000000001, 30]","","[0.0040000000000000001, 0.0050000000000000001, 60]","","[0.0040000000000000001, 0.01, 5]","","[0.0040000000000000001, 0.01, 15]","","[0.0040000000000000001, 0.01, 30]","","[0.0040000000000000001, 0.01, 60]","","[0.0040000000000000001, 0.014999999999999999, 5]","","[0.0040000000000000001, 0.014999999999999999, 15]","","[0.0040000000000000001, 0.014999999999999999, 30]","","[0.0040000000000000001, 0.014999999999999999, 60]","","[0.0040000000000000001, 0.02, 5]","","[0.0040000000000000001, 0.02, 15]","","[0.0040000000000000001, 0.02, 30]","","[0.0040000000000000001, 0.02, 60]",""
11,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,51.1000000001,1.16511801977,62.0350000001,0.256032481492,-,0,-,0,47.7075000001,0.56224994442,60.1975000001,0.0993068079502,91.8125000001,0.022213082916,-,0,46.4225000001,0.421923851947,59.3650000001,0.0844486764098,90.5500000001,2.91600586048e-14,-,0,44.8450000001,0.178369810993,59.1075000001,0.0494043467084,90.3000000001,0.0,-,0,44.5525000001,0.115251441366,58.6650000001,0.0540467633775,89.7000000001,0.0,50.7600000001,2.36574512575,44.3325000001,0.0949722951292,58.3250000001,0.0380442955126,89.2500000001,2.91600586048e-14,48.2450000001,1.55571104068,44.1700000001,0.0894427191,58.0525000001,0.0379577327258,88.9000000001,0.0,47.0764705883,0.615202620854,43.7125000001,0.0559016994375,58.0375000001,0.0319333186829,88.8500000001,2.91600586048e-14,46.1725000001,0.443809762469,43.6475000001,0.0638151112281,57.8325000001,0.0293571474306,88.6000000001,4.37400879073e-14,45.5625000001,0.268462974023,43.5775000001,0.0525031327386,56.7275000001,2.80589018617,86.5375000001,8.32935321619,45.1450000001,0.180569275232,43.5050000001,0.0455954753064,54.4125000001,4.36516940649,70.7975000001,19.8218411899
12,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,61.9350000001,0.251364696261,-,0,-,0,50.7611111112,1.4436883705,60.0975000001,0.126152580965,91.8000000001,4.37400879073e-14,-,0,48.1100000001,0.591519008014,59.2825000001,0.0693484716942,90.5000000001,0.0,-,0,46.0075000001,0.320884878521,58.9975000001,0.0525031327386,90.3000000001,0.0,-,0,45.5875000001,0.195256241898,58.5750000001,0.0413585095934,89.6525000001,0.0111803398875,50.0000000001,0,45.3575000001,0.138862863059,58.2475000001,0.0412788973741,89.2500000001,2.91600586048e-14,49.7450000001,0.851144739995,45.1075000001,0.117288443367,57.9800000001,0.0410391340834,88.9000000001,0.0,49.1800000001,0.846758525201,44.6000000001,0.0688247201612,57.9575000001,0.0372579910185,88.8500000001,2.91600586048e-14,47.7625000001,0.972635459379,44.5275000001,0.0617188020486,57.7600000001,0.0416754376733,88.6000000001,4.37400879073e-14,46.7350000001,0.264624858601,44.4850000001,0.0650910293763,56.8975000001,2.09237179699,86.4875000001,8.55296001394,46.3725000001,0.220928066407,44.3900000001,0.0528154682286,54.2475000001,3.94813330309,71.5125000001,19.0327479209
13,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,61.5300000001,0.2166734142,-,0,-,0,53.4750000001,2.51022907321,60.0250000001,0.126178653629,91.7875000001,0.022213082916,-,0,49.6394736843,1.08928862456,59.1950000001,0.0723660286686,90.5000000001,0.0,-,0,47.3800000001,0.44879956844,58.8750000001,0.0638666373658,90.3000000001,0.0,-,0,46.8775000001,0.202922723171,58.4800000001,0.0441289975079,89.6500000001,2.91600586048e-14,54.3875000001,3.27525444304,46.4625000001,0.165334588988,58.1525000001,0.0499341671867,89.2500000001,2.91600586048e-14,51.2157894738,0.813096384812,46.3000000001,0.170139261845,57.8950000001,0.0483953020773,88.9000000001,0.0,49.6687500001,0.947529682912,45.7075000001,0.116161185654,57.8750000001,0.0256494588021,88.8500000001,2.91600586048e-14,48.9842105264,0.696429910244,45.5925000001,0.104220161702,57.6525000001,0.0379577327258,88.6000000001,4.37400879073e-14,48.0325000001,0.245632909676,45.5025000001,0.0617188020486,57.4950000001,0.0559605123937,86.5050000001,8.47469763473,47.4275000001,0.22968800349,45.3775000001,0.0993068079502,53.8750000001,3.29790603422,75.6150000001,17.6766877405
14,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,61.3950000001,0.238360629034,-,0,-,0,-,0,59.8925000001,0.134041431144,91.7500000001,2.91600586048e-14,-,0,52.6533333334,2.62817608311,59.1750000001,0.0850696309223,90.5000000001,0.0,-,0,49.7266666668,0.961558754365,58.7500000001,0.0538027586849,90.3000000001,0.0,-,0,48.4800000001,0.475006925157,58.3500000001,0.0486664263392,89.6500000001,2.91600586048e-14,-,0,47.8175000001,0.206649334304,58.0725000001,0.0412788973741,89.2500000001,2.91600586048e-14,52.3657894738,2.5025016723,47.5200000001,0.198282095696,57.8375000001,0.0455232734,88.9000000001,0.0,51.4500000001,0.294392028878,46.9775000001,0.126152580965,57.7725000001,0.0472256620694,88.8500000001,2.91600586048e-14,50.6000000001,0.902958101649,46.8350000001,0.103998987849,57.5775000001,0.0443520604161,88.6000000001,4.37400879073e-14,49.2275000001,0.349614449298,46.6650000001,0.133869535861,57.1600000001,1.16817446426,88.4000000001,4.37400879073e-14,48.6475000001,0.202922723171,46.5500000001,0.0842927230423,55.7150000001,2.46053588515,71.7950000001,18.6718187596
15,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,61.1950000001,0.299956137144,-,0,-,0,-,0,59.7025000001,0.137146675229,91.7200000001,0.0251312344975,-,0,55.226923077,2.20138359756,59.0825000001,0.0815555993754,90.4500000001,2.91600586048e-14,-,0,51.342857143,0.988171805145,58.6000000001,0.0777986605215,90.3000000001,0.0,-,0,50.1050000001,0.772538535915,58.2800000001,0.0676679197879,89.6500000001,2.91600586048e-14,58.2500000001,0,49.3125000001,0.3619664858,57.9700000001,0.0571240570577,89.2000000001,4.37400879073e-14,54.5194444445,2.08581616759,48.8025000001,0.213044966837,57.7325000001,0.0591051694239,88.9000000001,0.0,52.7000000001,0,48.3275000001,0.180987786735,57.6550000001,0.0510417785534,88.8500000001,2.91600586048e-14,51.7225000001,1.31103364203,48.0575000001,0.129039977486,57.4875000001,0.0559016994375,88.6000000001,4.37400879073e-14,50.2950000001,0.368817455918,47.9250000001,0.120852236876,56.9575000001,0.981040666575,84.9375000001,10.6647584299,49.7575000001,0.262716076482,47.7350000001,0.117091956666,55.6500000001,1.95178730506,65.6350000001,17.0642447055
16,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,61.0425000001,0.414625703116,-,0,-,0,-,0,59.6925000001,0.134041431144,91.7000000001,0.0,-,0,58.6500000001,3.2011716605,59.0175000001,0.100361189815,90.4500000001,2.91600586048e-14,-,0,-,0,58.5150000001,0.0796373358618,90.3000000001,0.0,-,0,52.5843750001,1.43999059603,58.1575000001,0.0591051694239,89.6500000001,2.91600586048e-14,-,0,51.052631579,0.560870772453,57.9050000001,0.0510417785534,89.2000000001,4.37400879073e-14,55.7323529413,1.86463310537,50.2900000001,0.277014155063,57.6800000001,0.0593827903477,88.8550000001,0.0153896752813,53.5500000001,0,49.7300000001,0.194935886896,57.5675000001,0.0591051694239,88.8450000001,0.0153896752813,53.0666666668,0.952705126901,49.4325000001,0.215379102735,57.4000000001,0.0584897651866,88.6000000001,4.37400879073e-14,51.5750000001,0.459261420796,49.1875000001,0.127604446384,57.0675000001,0.763695137576,88.4000000001,4.37400879073e-14,50.9775000001,0.348105776423,49.0450000001,0.171602355523,56.1350000001,1.45395105977,74.7100000001,16.9706216739
17,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,60.8125000001,0.346362678797,-,0,-,0,-,0,59.5400000001,0.116528740525,91.6625000001,0.022213082916,-,0,62.6666666668,7.34546345259,58.9025000001,0.0979728748712,90.4425000001,0.0183173774266,-,0,-,0,58.3925000001,0.0892586425124,90.2575000001,0.0183173774266,-,0,54.5600000001,1.05676392823,58.0750000001,0.0638666373658,89.6500000001,2.91600586048e-14,-,0,52.8925000001,1.04746247264,57.8075000001,0.0674244216258,89.2000000001,4.37400879073e-14,57.4375000001,1.68592097841,51.7950000001,0.312839289496,57.5925000001,0.0654438288675,88.8500000001,2.91600586048e-14,55.9250000001,0.671751442127,51.0025000001,0.296237369262,57.5025000001,0.0255208892767,88.8000000001,4.37400879073e-14,54.4500000001,1.42447100604,50.7700000001,0.233057481051,57.3150000001,0.0708965146497,88.6000000001,4.37400879073e-14,52.7350000001,0.361684654739,50.5100000001,0.147434195848,56.9925000001,0.636246187043,88.4000000001,4.37400879073e-14,52.0625000001,0.29552584712,50.2250000001,0.167410620301,55.9125000001,1.04565202524,83.3200000001,11.9201002292
18,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,60.7100000001,0.376828873628,-,0,-,0,-,0,59.5325000001,0.170351803167,91.6500000001,2.91600586048e-14,-,0,-,0,58.8700000001,0.158446404686,90.4000000001,4.37400879073e-14,-,0,-,0,58.2500000001,0.0873589088037,90.2500000001,2.91600586048e-14,-,0,56.1333333334,2.3185843382,58.0025000001,0.0865645484747,89.6250000001,0.0256494588021,-,0,54.8894736843,0.996184240457,57.7675000001,0.0654438288675,89.2000000001,4.37400879073e-14,57.4227272728,1.22991130501,53.3925000001,0.448176128442,57.5275000001,0.0638151112281,88.8500000001,2.91600586048e-14,-,0,52.5300000001,0.472507309885,57.3825000001,0.0568354040884,88.8000000001,4.37400879073e-14,55.3941176472,0.900326738076,52.1050000001,0.266507628014,57.2250000001,0.065894652766,88.6000000001,4.37400879073e-14,53.7925000001,0.546345514352,51.8100000001,0.21920910469,57.0425000001,0.124894692483,83.7050000001,11.4770354232,53.1825000001,0.273512724615,51.5200000001,0.15761378513,56.0975000001,0.955933685214,77.0450000001,15.5997967261
19,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,60.6150000001,0.444883189873,-,0,-,0,-,0,59.4300000001,0.219688775077,91.6000000001,4.37400879073e-14,-,0,-,0,58.8950000001,0.158861078006,90.4000000001,4.37400879073e-14,-,0,-,0,58.1475000001,0.119731058276,90.2500000001,2.91600586048e-14,-,0,56.5500000001,0,57.8925000001,0.0862600108607,89.6000000001,4.37400879073e-14,-,0,56.3857142858,0.96425111863,57.7050000001,0.0971975741521,89.1975000001,0.0111803398875,59.4642857144,2.64338278111,54.7725000001,0.56206269551,57.5100000001,0.0867543416174,88.8500000001,2.91600586048e-14,56.6750000001,1.02530483272,54.2710526317,0.586021375576,57.2725000001,0.0472256620694,88.8000000001,4.37400879073e-14,56.4357142858,1.04870406683,53.4375000001,0.376924884322,57.1550000001,0.0916227965198,88.5950000001,0.0153896752813,54.8150000001,0.354334067765,52.9950000001,0.203198114372,56.9675000001,0.1462469073,85.3025000001,9.41758538447,54.2575000001,0.325768322585,52.7375000001,0.171583185288,56.6875000001,0.403887360535,72.5950000001,16.0170870931
20,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,62.3833333334,0.381881307913,-,0,-,0,-,0,60.5000000001,0.224194464461,-,0,-,0,-,0,59.4775000001,0.18741664814,91.5925000001,0.0183173774266,-,0,-,0,58.9075000001,0.148921561834,90.3500000001,2.91600586048e-14,-,0,-,0,58.0775000001,0.109394265221,90.2500000001,2.91600586048e-14,-,0,-,0,57.8600000001,0.0804592083638,89.6000000001,4.37400879073e-14,-,0,58.7000000001,1.08282039139,57.6475000001,0.0834691875075,89.1500000001,2.91600586048e-14,60.7964285715,2.41783949058,56.6300000001,0.70736724624,57.4825000001,0.0693484716942,88.8275000001,0.0255208892767,-,0,56.0289473685,0.839364142517,57.2000000001,0.0777986605215,88.8000000001,4.37400879073e-14,57.9000000001,1.03737835246,54.9250000001,0.465239044386,57.1150000001,0.0762613235768,88.5500000001,2.91600586048e-14,56.0975000001,0.563699014499,54.3350000001,0.27003898354,56.9900000001,0.0598243041616,85.3300000001,9.29542049104,55.2700000001,0.406655162334,53.9100000001,0.200394348066,56.8325000001,0.144436290818,71.8750000001,15.1900287585
21,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,62.7000000001,0,-,0,-,0,-,0,60.5450000001,0.363064442591,-,0,-,0,-,0,59.4250000001,0.215516515425,91.5500000001,2.91600586048e-14,-,0,-,0,59.0025000001,0.199654306503,90.3500000001,2.91600586048e-14,-,0,-,0,58.0300000001,0.104377856091,90.2200000001,0.0251312344975,-,0,-,0,57.8300000001,0.0636602825861,89.6000000001,4.37400879073e-14,-,0,60.1357142858,1.27564176192,57.6400000001,0.0660940318987,89.1500000001,2.91600586048e-14,62.4200000001,1.80588543995,58.1125000001,1.92728845518,57.5000000001,0.0777986605215,88.8000000001,4.37400879073e-14,-,0,57.0433333334,0.627883823042,57.2200000001,0.0571240570577,88.8000000001,4.37400879073e-14,58.7115384616,0.991453866416,56.2550000001,0.498919885985,57.0875000001,0.0483272833479,88.5500000001,2.91600586048e-14,57.5750000001,0.817167766064,55.6350000001,0.235696057623,56.9725000001,0.0715891053164,86.8475000001,6.71938427239,56.2625000001,0.243264530047,55.1350000001,0.167095938405,56.9050000001,0.0916227965198,79.5475000001,13.4915711991
22,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,63.6000000001,1.48492424049,-,0,-,0,-,0,61.2100000001,0.673873328718,-,0,-,0,-,0,59.6100000001,0.242573917112,91.5075000001,0.0183173774266,-,0,-,0,59.0775000001,0.152587334785,90.3050000001,0.0153896752813,-,0,-,0,58.0650000001,0.0812727700887,90.2000000001,4.37400879073e-14,-,0,-,0,57.8675000001,0.109153441009,89.5700000001,0.0251312344975,-,0,62.9500000001,0,57.6975000001,0.0638151112281,89.1500000001,2.91600586048e-14,61.8500000001,1.90997382181,59.5850000001,1.33801699305,57.5900000001,0.0699623959146,88.8000000001,4.37400879073e-14,-,0,59.2285714287,1.15952813442,57.2200000001,0.0523148363781,88.8000000001,4.37400879073e-14,60.1045454546,0.877056025991,57.6200000001,0.6111679931,57.1625000001,0.0483272833479,88.5500000001,2.91600586048e-14,58.1425000001,0.406938182296,56.9350000001,0.463425460991,57.0475000001,0.0499341671867,88.3500000001,2.91600586048e-14,57.4600000001,0.327912054962,56.3075000001,0.136954660189,56.9700000001,0.0523148363781,81.1400000001,12.4690944254
23,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,61.1315789475,0.8424848377,-,0,-,0,-,0,60.0525000001,0.326252646692,91.4800000001,0.0251312344975,-,0,-,0,59.2550000001,0.200591231377,90.3000000001,0.0,-,0,-,0,58.1825000001,0.0977039028472,90.2000000001,4.37400879073e-14,-,0,-,0,58.0250000001,0.0938924356574,89.5500000001,2.91600586048e-14,-,0,63.7500000001,0,57.8700000001,0.0923380516877,89.1075000001,0.0183173774266,63.392857143,0.636021862457,61.2131578948,1.69630661743,57.7350000001,0.0762613235768,88.7925000001,0.0183173774266,-,0,60.2500000001,1.05652733046,57.3350000001,0.0515547741421,88.7500000001,2.91600586048e-14,61.1214285715,0.702292165494,58.8625000001,0.629927940741,57.2700000001,0.0547722557505,88.5500000001,2.91600586048e-14,59.2450000001,0.58103809097,58.0400000001,0.38614150665,57.2225000001,0.0443520604161,85.7125000001,8.12486234701,58.4000000001,0.345268774024,57.5400000001,0.243115740251,57.1350000001,0.0400657354593,75.9500000001,13.8531679827
24,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,62.2281250001,0.97740621886,-,0,-,0,-,0,60.5325000001,0.530708315169,91.4475000001,0.0111803398875,-,0,-,0,59.7575000001,0.163252307149,90.2525000001,0.0111803398875,-,0,-,0,58.4850000001,0.118210338848,90.1550000001,0.0153896752813,-,0,-,0,58.3000000001,0.0777986605215,89.5500000001,2.91600586048e-14,-,0,-,0,58.1800000001,0.076777189595,89.1000000001,0.0,65.6090909092,2.82982492231,62.4264705883,1.2326442166,58.0325000001,0.0730446871154,88.7500000001,2.91600586048e-14,-,0,62.0000000001,0,57.5900000001,0.0475726591094,88.7500000001,2.91600586048e-14,61.5250000001,0.816350764946,60.4550000001,0.747610227747,57.5550000001,0.0394034462826,88.5025000001,0.0111803398875,60.5525000001,0.678519091769,59.0950000001,0.280460148215,57.4900000001,0.0528154682286,87.0000000001,5.8137767415,59.5600000001,0.34701736647,58.7375000001,0.259490898329,57.4350000001,0.0328473342666,73.7350000001,13.39604321
25,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,62.6950000001,1.11041783927,-,0,-,0,-,0,61.3450000001,0.695455170904,91.3950000001,0.0153896752813,-,0,-,0,60.3500000001,0.306078765233,90.2375000001,0.022213082916,-,0,-,0,58.9825000001,0.15413169352,90.1500000001,2.91600586048e-14,-,0,-,0,58.7975000001,0.0979728748712,89.5050000001,0.0153896752813,-,0,-,0,58.6700000001,0.0909019135923,89.0950000001,0.0153896752813,65.5250000001,1.37067501619,63.6789473685,1.49409167775,58.4850000001,0.0745159820371,88.7500000001,2.91600586048e-14,-,0,62.3250000001,1.38834433769,58.0500000001,0.0429197537639,88.7500000001,2.91600586048e-14,62.8722222223,0.922669737471,61.4921052633,1.02730271935,57.9850000001,0.0366347548533,88.5000000001,0.0,61.3525000001,0.8592338999,60.3975000001,0.411823608127,57.9225000001,0.0412788973741,83.4900000001,9.88825193428,60.4250000001,0.367244361499,59.8250000001,0.271690613518,57.8625000001,0.0455232734,77.0050000001,12.6220765245
26,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,66.0500000001,0,-,0,-,0,-,0,62.8763157896,1.22103876782,91.3550000001,0.0153896752813,-,0,-,0,61.3350000001,0.360591619134,90.2025000001,0.0111803398875,-,0,-,0,59.8575000001,0.14980250156,90.1075000001,0.0183173774266,-,0,-,0,59.5875000001,0.127604446384,89.5000000001,0.0,-,0,-,0,59.3425000001,0.106715312372,89.0500000001,2.91600586048e-14,67.192857143,1.90622414112,65.6764705883,1.7755384436,59.2200000001,0.0978720969859,88.7100000001,0.0205195670417,-,0,65.1000000001,0,58.7050000001,0.0646854738432,88.7300000001,0.0251312344975,63.7000000001,0.701528942484,63.2852941177,1.40097786228,58.6500000001,0.0584897651866,88.5000000001,0.0,62.5000000001,0.689774944228,61.6375000001,0.540680613963,58.5800000001,0.0523148363781,87.1300000001,5.23239906735,61.6550000001,0.329233559714,60.9075000001,0.265208458228,58.5150000001,0.0366347548533,73.7950000001,12.0231235542
27,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,64.0750000001,0.978434123144,91.3050000001,0.022360679775,-,0,-,0,63.0175000001,0.771238750664,90.1675000001,0.0244680242465,-,0,-,0,60.9000000001,0.269502465568,90.1000000001,0.0,-,0,-,0,60.5350000001,0.198082917247,89.4525000001,0.0111803398875,-,0,-,0,60.3100000001,0.131389337066,89.0500000001,2.91600586048e-14,65.6833333334,1.00540207546,65.5266666668,1.02641307938,60.0750000001,0.119758528979,88.7000000001,0.0,-,0,65.6500000001,0,59.6350000001,0.0727287679272,88.7000000001,0.0,64.8950000001,1.8997733783,64.0000000001,0.958818717659,59.5250000001,0.0752189785682,88.4525000001,0.0111803398875,63.7450000001,0.674127115922,62.7275000001,0.507697330057,59.4025000001,0.0880714422919,87.1575000001,4.88580853084,62.5075000001,0.365007209734,62.0225000001,0.197667317534,59.3675000001,0.0612909369105,81.3275000001,10.5787706355
28,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,66.9000000001,3.88908729653,91.2600000001,0.026157418189,-,0,-,0,64.9925000001,1.1578422536,90.1275000001,0.0255208892767,-,0,-,0,62.4875000001,0.392319351657,90.0500000001,2.91600586048e-14,-,0,-,0,61.8325000001,0.21168186159,89.4475000001,0.0111803398875,-,0,-,0,61.5025000001,0.173565549577,89.0000000001,4.37400879073e-14,69.4700000001,2.45244775683,68.0875000001,2.01473736915,61.2950000001,0.119097483291,88.6600000001,0.0205195670417,-,0,-,0,60.7175000001,0.106715312372,88.7000000001,0.0,66.7100000001,1.78374605816,65.8866666668,1.30458897012,60.6050000001,0.10870045756,88.4500000001,2.91600586048e-14,64.7675000001,0.876187164577,63.7850000001,0.452798316902,60.4750000001,0.0850696309223,88.2500000001,2.91600586048e-14,63.5650000001,0.391723586756,63.1025000001,0.23422604916,60.4000000001,0.0707106781187,75.1075000001,10.8733289702
29,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,68.8500000001,0,91.2000000001,4.37400879073e-14,-,0,-,0,67.7187500001,1.73780273142,90.0950000001,0.0153896752813,-,0,-,0,64.4236842106,0.650078717681,90.0025000001,0.0111803398875,-,0,-,0,63.4250000001,0.452623928944,89.4025000001,0.0111803398875,-,0,-,0,62.8400000001,0.241486623799,88.9900000001,0.0205195670417,69.4333333334,1.93476958146,69.8150000001,2.73110173129,62.5600000001,0.211883781451,88.6500000001,2.91600586048e-14,-,0,-,0,61.9425000001,0.124894692483,88.6500000001,2.91600586048e-14,68.2200000001,2.10017856384,66.8730769232,1.16504924514,61.7950000001,0.130686446766,88.4175000001,0.0244680242465,65.4575000001,0.546345514352,65.0350000001,0.576308579623,61.7050000001,0.105006265477,88.2000000001,4.37400879073e-14,64.6250000001,0.278388218142,64.1700000001,0.293526650812,61.5675000001,0.100361189815,78.5300000001,10.7741698911
30,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,91.1475000001,0.0343166370577,-,0,-,0,70.8111111112,2.38900839494,90.0500000001,0.0229415733871,-,0,-,0,66.7700000001,0.449444101085,89.9650000001,0.0235081172991,-,0,-,0,65.3575000001,0.698923043727,89.3725000001,0.0255208892767,-,0,-,0,64.3500000001,0.370277278749,88.9500000001,2.91600586048e-14,70.6625000001,0.217466472512,71.1833333334,3.12909731392,63.8275000001,0.253644488045,88.6025000001,0.0111803398875,-,0,-,0,63.1700000001,0.131188895551,88.6425000001,0.0183173774266,68.2250000001,0.411298755975,67.6437500001,1.3594740317,63.0200000001,0.109304018321,88.4000000001,4.37400879073e-14,66.3550000001,0.433741373341,66.0950000001,0.614924043234,62.9350000001,0.113670808177,87.1925000001,4.50567697466,65.5800000001,0.383337147197,65.2050000001,0.240010964662,62.7650000001,0.120415945788,75.0025000001,9.82797397069
31,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,91.0750000001,0.0256494588021,-,0,-,0,73.0000000001,0,90.0000000001,0.0229415733871,-,0,-,0,-,0,89.9225000001,0.0255208892767,-,0,-,0,67.5088235295,1.10584177413,89.3475000001,0.0111803398875,-,0,-,0,66.0675000001,0.547788616549,88.9075000001,0.0183173774266,73.0500000001,3.31235062556,71.9611111112,1.91894791777,65.2400000001,0.223371298161,88.5625000001,0.022213082916,-,0,-,0,64.6775000001,0.18811740455,88.6000000001,4.37400879073e-14,69.7500000001,2.00041662327,69.0833333334,0.963264651007,64.4050000001,0.201246117975,88.3525000001,0.0111803398875,67.605263158,0.812898575203,67.2800000001,0.900350808823,64.1875000001,0.12125983411,88.1500000001,2.91600586048e-14,66.6025000001,0.335400389166,66.3200000001,0.322163737382,64.0000000001,0.128759261292,79.9150000001,9.18681979222
