"Duration","0.00165","","0.0033","","0.0066","","0.0099","","0.0132","","0.0264",""
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.12,0.331662479036,0.32,0.47609522857,0.16,0.374165738677,0.2,0.408248290464,0.08,0.276887462097,0.24,0.435889894354
6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9,1.0,0.0,1.12,0.331662479036,1.32,0.47609522857,1.12,0.331662479036,1.16,0.374165738677,1.4,0.5
10,1.24,0.435889894354,1.8,0.408248290464,2.0,0.0,1.96,0.2,1.64,0.489897948557,1.96,0.2
11,1.04,0.2,1.08,0.276887462097,1.4,0.5,1.4,0.5,1.16,0.374165738677,1.36,0.489897948557
12,1.0,0.0,1.0,0.0,1.08,0.276887462097,1.0,0.0,1.0,0.0,1.04,0.2
13,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
14,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
15,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
21,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23,0.96,0.2,1.0,0.0,1.0,0.0,1.0,0.0,0.96,0.2,1.0,0.0
24,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
25,0.92,0.276887462097,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26,0.92,0.276887462097,0.96,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27,0.96,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,0.8,0.408248290464,1.0,0.0,1.0,0.0,1.0,0.0,0.96,0.2,1.0,0.0
29,0.52,0.509901951359,1.0,0.0,1.0,0.0,1.0,0.0,0.92,0.276887462097,1.0,0.0
30,0.88,0.331662479036,0.96,0.2,1.0,0.0,1.0,0.0,0.96,0.2,1.0,0.0
31,0.56,0.506622805119,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.408248290464,1.0,0.0
32,0.84,0.374165738677,1.0,0.0,1.0,0.0,0.92,0.276887462097,0.88,0.331662479036,1.0,0.0
33,0.32,0.47609522857,1.0,0.0,1.0,0.0,0.96,0.2,0.96,0.2,1.0,0.0
34,0.52,0.509901951359,1.0,0.0,1.0,0.0,1.0,0.0,0.92,0.276887462097,1.0,0.0
35,0.4,0.5,0.96,0.2,1.0,0.0,1.0,0.0,0.96,0.2,1.0,0.0
36,0.48,0.509901951359,0.96,0.2,1.0,0.0,0.96,0.2,0.92,0.276887462097,1.0,0.0
37,0.6,0.5,0.96,0.2,1.0,0.0,0.96,0.2,0.88,0.331662479036,1.0,0.0
38,0.4,0.5,0.92,0.276887462097,1.0,0.0,1.0,0.0,0.96,0.2,1.0,0.0
39,0.44,0.506622805119,0.96,0.2,1.0,0.0,1.0,0.0,0.88,0.331662479036,1.0,0.0
40,0.56,0.506622805119,0.96,0.2,1.0,0.0,1.0,0.0,0.92,0.276887462097,1.0,0.0
41,0.4,0.5,0.84,0.374165738677,1.0,0.0,1.0,0.0,0.88,0.331662479036,1.0,0.0
42,0.68,0.47609522857,0.96,0.2,1.0,0.0,0.92,0.276887462097,0.96,0.2,1.0,0.0
43,0.24,0.435889894354,0.96,0.2,1.0,0.0,0.96,0.2,0.76,0.435889894354,0.96,0.2
44,0.4,0.5,0.96,0.2,1.0,0.0,0.96,0.2,0.92,0.276887462097,1.0,0.0
45,0.28,0.458257569496,0.96,0.2,1.0,0.0,1.0,0.0,0.88,0.331662479036,0.96,0.2
46,0.4,0.5,0.88,0.331662479036,1.0,0.0,0.96,0.2,0.8,0.408248290464,1.0,0.0
47,0.48,0.509901951359,0.92,0.276887462097,1.0,0.0,0.96,0.2,0.84,0.374165738677,1.0,0.0
48,0.2,0.408248290464,0.88,0.331662479036,1.0,0.0,1.0,0.0,0.8,0.408248290464,1.0,0.0
49,0.4,0.5,0.76,0.435889894354,1.0,0.0,0.96,0.2,0.84,0.374165738677,1.0,0.0
50,0.44,0.506622805119,0.92,0.276887462097,1.0,0.0,0.96,0.2,0.68,0.47609522857,1.0,0.0
51,0.16,0.374165738677,0.84,0.374165738677,1.0,0.0,0.96,0.2,0.84,0.374165738677,1.0,0.0
52,0.24,0.435889894354,0.88,0.331662479036,1.0,0.0,0.96,0.2,0.8,0.408248290464,1.0,0.0
