39.8500000001,1.3
39.9000000001,2.3
39.7000000001,3.3
39.7000000001,4.3
40.0500000001,5.3
40.3000000001,6.3
40.7000000001,7.3
41.5500000001,8.3
42.7000000001,9.3
44.1500000001,10.3
45.2500000001,11.3
46.8500000001,12.3
48.4000000001,13.3
39.9000000001,1.33
39.8500000001,2.33
39.8000000001,3.33
39.8500000001,4.33
40.1500000001,5.33
40.3000000001,6.33
40.8000000001,7.33
41.6000000001,8.33
42.5000000001,9.33
44.0500000001,10.33
45.7000000001,11.33
46.3500000001,12.33
51.3000000001,13.33
54.3000000001,14.33
39.6000000001,1.36
40.0500000001,2.36
39.8500000001,3.36
39.9000000001,4.36
40.0500000001,5.36
40.3500000001,6.36
40.9500000001,7.36
41.6500000001,8.36
42.3500000001,9.36
43.8000000001,10.36
45.6500000001,11.36
48.3000000001,12.36
50.5000000001,13.36
39.8500000001,1.39
39.8000000001,2.39
39.8500000001,3.39
40.0000000001,4.39
39.9500000001,5.39
40.4000000001,6.39
40.8500000001,7.39
41.6000000001,8.39
42.7500000001,9.39
44.0000000001,10.39
45.7000000001,11.39
47.3000000001,12.39
39.7500000001,1.42
40.0500000001,2.42
39.7000000001,3.42
40.0000000001,4.42
40.0500000001,5.42
40.4500000001,6.42
40.9500000001,7.42
41.5500000001,8.42
42.2500000001,9.42
44.5500000001,10.42
44.9500000001,11.42
47.6000000001,12.42
39.4500000001,1.45
39.9000000001,2.45
39.7500000001,3.45
39.6500000001,4.45
49.1500000001,4.45
40.1500000001,5.45
40.3000000001,6.45
40.7000000001,7.45
41.5000000001,8.45
42.8500000001,9.45
44.0500000001,10.45
45.3000000001,11.45
47.1000000001,12.45
39.7000000001,1.48
39.8000000001,2.48
39.9500000001,3.48
39.7000000001,4.48
40.1000000001,5.48
40.3000000001,6.48
40.8500000001,7.48
41.7000000001,8.48
42.7000000001,9.48
43.9000000001,10.48
47.3500000001,11.48
47.2500000001,12.48
49.2500000001,13.48
39.7500000001,1.51
39.9500000001,2.51
39.8500000001,3.51
40.0000000001,4.51
40.0500000001,5.51
40.3000000001,6.51
40.6500000001,7.51
41.4000000001,8.51
42.3500000001,9.51
43.7500000001,10.51
45.3500000001,11.51
46.8500000001,12.51
39.6000000001,1.54
